gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
1,6,8,2,1,0,29,39,46,5.0,6.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,10.0,7.0,4.0,39,49,49,44,39,39.0,44.0,39.0,34.0,39.0,29.0,44,14,49,39,29,34,34,19,34,14,4,44,29,19,29,34,4,33.0,29,34.0,1
1,8,21,2,0,0,4,39,41,7.0,7.0,14.0,7.0,7.0,4.0,8.0,8.0,13.0,13.0,2.0,2.0,29,44,44,49,34,29.0,39.0,39.0,19.0,24.0,19.0,9,29,9,29,34,34,34,4,4,49,14,34,24,29,39,4,4,43.0,34,19.0,1
0,3,3,2,2,1,39,49,61,9.0,7.0,9.0,7.0,5.0,8.0,9.0,4.0,9.0,9.0,9.0,4.0,39,34,39,39,39,49.0,49.0,49.0,49.0,49.0,49.0,29,39,29,44,39,29,14,24,39,39,24,29,24,29,24,44,14,36.0,29,49.0,1
0,11,18,2,2,1,14,14,150,9.0,4.0,9.0,7.0,7.0,9.0,4.0,9.0,9.0,9.0,4.0,9.0,39,44,44,44,34,44.0,44.0,44.0,44.0,44.0,44.0,24,39,24,44,44,44,34,4,19,44,19,44,44,39,39,19,44,39.0,24,44.0,1
1,8,9,2,2,1,4,24,17,9.0,9.0,9.0,9.0,2.0,9.0,14.0,14.0,19.0,0.0,0.0,0.0,34,44,19,49,24,34.0,39.0,39.0,34.0,29.0,24.0,9,19,19,39,39,39,34,24,9,29,24,34,39,44,44,34,34,41.0,24,39.0,0
0,8,8,4,0,0,9,34,73,7.0,4.0,14.0,4.0,2.0,14.0,9.0,9.0,9.0,9.0,4.0,4.0,39,44,39,39,34,29.0,49.0,49.0,39.0,39.0,39.0,24,24,24,39,44,49,44,4,34,39,29,39,39,39,44,29,34,41.0,34,44.0,1
0,13,4,2,3,0,4,9,113,4.0,9.0,17.0,4.0,2.0,9.0,4.0,9.0,9.0,9.0,9.0,4.0,44,49,44,44,44,34.0,39.0,39.0,39.0,39.0,34.0,34,9,39,49,44,44,44,9,44,49,19,49,49,39,49,29,44,26.0,24,34.0,0
0,17,3,3,2,0,4,4,155,9.0,11.0,10.0,11.0,2.0,3.0,14.0,14.0,14.0,2.0,0.0,2.0,34,44,34,39,24,19.0,39.0,39.0,24.0,34.0,29.0,34,4,44,44,44,44,14,4,44,44,4,44,49,44,44,24,24,42.0,34,34.0,0
0,8,29,2,2,1,39,39,183,11.0,11.0,11.0,11.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,7.0,34,39,44,44,39,39.0,39.0,39.0,44.0,44.0,39.0,39,39,39,39,34,34,34,39,34,34,34,34,34,34,34,34,29,4.0,9,39.0,1
0,14,9,2,3,0,14,24,134,4.0,9.0,9.0,10.0,2.0,10.0,9.0,12.0,7.0,7.0,7.0,4.0,34,44,44,39,44,24.0,24.0,29.0,29.0,29.0,9.0,9,14,19,44,39,29,39,19,34,39,19,29,34,24,39,24,14,42.0,19,14.0,0
1,14,14,0,2,0,4,4,4,10.0,5.0,14.0,12.0,4.0,0.0,29.0,4.0,4.0,4.0,2.0,2.0,24,49,29,29,49,49.0,49.0,44.0,49.0,44.0,44.0,34,9,39,24,49,49,34,14,34,44,24,39,49,24,44,34,4,42.0,34,49.0,1
1,13,19,0,0,1,4,4,142,0.0,29.0,7.0,3.0,2.0,4.0,19.0,4.0,7.0,4.0,4.0,7.0,39,34,39,39,44,29.0,34.0,29.0,29.0,29.0,29.0,44,19,44,44,39,39,24,29,39,24,24,29,29,14,24,39,24,20.0,24,29.0,0
1,13,11,0,2,0,34,4,142,14.0,7.0,7.0,14.0,0.0,4.0,17.0,14.0,12.0,2.0,0.0,2.0,34,39,34,49,39,34.0,29.0,34.0,34.0,29.0,24.0,44,29,39,34,39,34,39,34,44,39,34,39,44,39,49,24,14,24.0,34,34.0,1
1,12,18,2,2,1,34,19,142,12.0,9.0,4.0,9.0,9.0,2.0,24.0,4.0,4.0,4.0,4.0,4.0,39,29,44,44,44,24.0,29.0,29.0,29.0,24.0,9.0,34,39,34,34,29,29,14,4,29,34,9,9,9,24,44,19,4,30.0,34,9.0,0
1,7,8,0,0,1,19,19,19,9.0,4.0,14.0,9.0,4.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,34,34,34,34,34,39.0,29.0,34.0,34.0,29.0,29.0,34,34,34,34,24,24,29,34,24,24,34,24,39,24,34,39,24,29.0,29,39.0,1
1,12,8,2,4,0,19,29,80,9.0,9.0,9.0,9.0,4.0,4.0,9.0,9.0,7.0,7.0,2.0,12.0,34,44,39,39,34,29.0,39.0,44.0,39.0,29.0,34.0,19,14,39,34,34,44,39,9,14,34,24,34,44,34,39,14,29,43.0,29,24.0,0
0,19,22,2,2,1,14,39,13,9.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,44,44,39,44,39,24.0,29.0,49.0,19.0,49.0,24.0,24,14,44,49,34,39,24,4,24,44,24,44,49,44,44,24,44,40.0,9,24.0,0
0,11,17,0,4,0,4,14,71,9.0,4.0,14.0,9.0,4.0,4.0,4.0,9.0,9.0,7.0,9.0,7.0,24,39,34,39,39,19.0,39.0,39.0,24.0,39.0,19.0,49,39,49,44,39,44,49,4,24,49,34,49,49,39,49,44,14,36.0,14,29.0,0
1,17,8,2,4,0,9,29,36,7.0,1.0,24.0,9.0,0.0,4.0,14.0,4.0,14.0,9.0,4.0,0.0,39,24,34,49,44,34.0,34.0,39.0,39.0,49.0,34.0,44,44,44,44,19,19,34,9,24,24,19,19,44,14,24,24,9,19.0,29,39.0,1
0,13,8,4,2,0,29,29,160,8.0,8.0,13.0,13.0,2.0,2.0,9.0,9.0,9.0,4.0,4.0,9.0,44,49,44,44,39,34.0,34.0,34.0,44.0,34.0,39.0,39,24,49,49,49,49,39,19,24,24,39,44,44,49,49,34,34,32.0,44,39.0,1
0,8,13,3,3,1,4,14,207,14.0,4.0,12.0,9.0,3.0,3.0,4.0,12.0,12.0,9.0,4.0,4.0,39,49,49,39,44,24.0,14.0,44.0,49.0,44.0,34.0,49,29,34,44,44,39,44,4,34,39,4,49,49,49,49,24,44,39.0,19,34.0,1
0,11,11,2,3,0,9,9,105,14.0,12.0,4.0,9.0,0.0,7.0,14.0,7.0,7.0,14.0,0.0,4.0,34,34,39,29,19,29.0,34.0,39.0,44.0,34.0,39.0,19,9,44,29,14,14,14,9,34,9,29,9,9,19,34,39,19,28.0,14,34.0,0
0,4,9,2,2,1,4,4,43,8.0,8.0,8.0,9.0,6.0,6.0,7.0,9.0,9.0,9.0,2.0,9.0,34,44,44,44,19,29.0,39.0,29.0,34.0,34.0,29.0,9,9,4,19,34,34,9,4,29,19,34,24,49,49,49,9,9,32.0,29,29.0,0
1,14,6,2,0,0,4,4,121,9.0,9.0,9.0,9.0,9.0,0.0,10.0,7.0,12.0,8.0,2.0,8.0,34,34,44,39,39,39.0,39.0,39.0,39.0,39.0,39.0,39,9,4,44,29,29,29,19,34,29,19,29,29,29,29,34,9,37.0,44,39.0,1
0,9,6,2,2,1,34,19,79,14.0,0.0,14.0,7.0,7.0,4.0,14.0,4.0,9.0,4.0,4.0,9.0,39,44,39,44,44,39.0,39.0,34.0,39.0,34.0,39.0,24,19,39,39,44,44,29,4,14,44,34,44,44,44,49,34,29,40.0,34,44.0,1
1,13,11,2,0,0,4,4,82,6.0,9.0,9.0,6.0,8.0,6.0,9.0,5.0,9.0,9.0,9.0,5.0,49,49,49,49,49,34.0,34.0,39.0,24.0,34.0,19.0,39,9,39,39,24,24,24,9,39,44,29,29,44,19,44,34,4,36.0,39,34.0,1
0,9,12,3,2,0,24,9,192,9.0,9.0,9.0,9.0,0.0,9.0,5.0,5.0,15.0,10.0,5.0,7.0,14,29,44,34,49,49.0,24.0,39.0,49.0,24.0,24.0,9,4,14,49,49,34,29,24,49,39,19,49,39,29,39,19,49,34.0,29,34.0,1
1,11,16,2,2,1,19,29,23,5.0,12.0,12.0,3.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,9.0,29,39,44,39,49,39.0,34.0,34.0,39.0,34.0,39.0,29,29,19,39,44,44,34,29,39,44,19,29,34,49,49,39,29,25.0,24,39.0,1
0,13,14,0,2,0,29,44,137,24.0,0.0,9.0,9.0,0.0,4.0,4.0,23.0,7.0,5.0,1.0,5.0,34,44,39,44,24,39.0,24.0,39.0,44.0,34.0,14.0,39,9,34,49,34,34,39,9,34,39,34,39,44,34,34,44,39,36.0,19,34.0,0
0,22,12,1,2,0,24,24,102,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,39,44,29,44,39,39.0,49.0,44.0,49.0,44.0,34.0,9,9,14,39,39,39,9,9,29,44,29,49,39,49,49,49,39,22.0,39,39.0,1
1,9,11,2,2,1,34,34,82,7.0,9.0,9.0,9.0,6.0,6.0,9.0,7.0,8.0,7.0,7.0,6.0,34,49,39,49,49,29.0,19.0,39.0,39.0,24.0,29.0,34,34,34,49,44,34,9,29,24,49,39,39,44,24,34,24,4,21.0,24,29.0,1
0,8,4,4,0,0,29,39,121,19.0,3.0,4.0,5.0,4.0,9.0,7.0,1.0,24.0,9.0,0.0,4.0,29,34,34,44,39,19.0,34.0,39.0,24.0,34.0,19.0,19,9,24,34,34,24,34,14,24,34,34,49,39,39,34,29,9,20.0,24,19.0,0
1,12,9,2,2,1,4,4,194,9.0,9.0,4.0,9.0,4.0,9.0,19.0,9.0,9.0,9.0,0.0,0.0,39,49,49,49,49,44.0,49.0,49.0,44.0,44.0,44.0,49,4,49,49,49,49,24,4,4,49,24,49,49,49,49,49,24,40.0,24,44.0,0
0,8,12,2,2,1,39,19,58,24.0,0.0,12.0,4.0,0.0,7.0,17.0,4.0,17.0,4.0,4.0,0.0,39,44,39,44,39,44.0,44.0,44.0,44.0,44.0,44.0,14,39,34,39,24,24,39,19,24,34,39,34,34,34,24,39,34,21.0,19,44.0,0
0,4,14,0,2,0,29,9,203,24.0,0.0,9.0,9.0,0.0,4.0,7.0,9.0,9.0,7.0,8.0,5.0,29,44,39,39,39,34.0,39.0,39.0,39.0,39.0,29.0,29,29,44,39,24,24,34,19,24,29,44,44,44,24,24,44,24,22.0,34,39.0,1
0,9,8,4,2,0,4,4,132,24.0,0.0,14.0,4.0,0.0,4.0,9.0,4.0,9.0,14.0,4.0,4.0,34,29,49,34,34,39.0,44.0,44.0,34.0,29.0,24.0,19,14,4,39,29,34,9,9,49,39,39,49,49,44,44,39,14,35.0,29,29.0,1
1,9,6,2,2,1,24,4,142,13.0,3.0,8.0,10.0,8.0,3.0,24.0,4.0,4.0,14.0,0.0,0.0,39,34,44,39,34,29.0,24.0,24.0,44.0,34.0,29.0,39,39,44,9,29,39,29,9,24,9,34,4,49,14,24,24,29,27.0,14,19.0,0
0,11,12,0,2,0,29,14,192,24.0,4.0,14.0,4.0,0.0,0.0,4.0,12.0,12.0,4.0,4.0,9.0,39,39,29,44,44,34.0,34.0,39.0,29.0,19.0,19.0,39,39,39,39,39,39,44,24,14,39,34,39,39,44,44,39,24,20.0,14,34.0,1
1,8,6,0,2,0,24,4,70,9.0,9.0,9.0,9.0,2.0,7.0,7.0,14.0,9.0,9.0,4.0,2.0,49,49,29,49,49,49.0,39.0,49.0,24.0,49.0,4.0,49,49,29,29,49,49,49,29,29,29,49,49,49,39,49,4,29,23.0,34,14.0,0
0,12,4,2,0,0,9,9,87,17.0,19.0,2.0,2.0,3.0,3.0,12.0,9.0,9.0,12.0,0.0,4.0,39,39,34,34,19,9.0,9.0,34.0,0.0,19.0,0.0,24,19,24,19,34,39,39,4,29,24,4,19,49,29,34,9,29,25.0,19,4.0,0
0,7,17,0,2,0,4,4,192,9.0,9.0,9.0,9.0,4.0,4.0,4.0,19.0,4.0,9.0,4.0,4.0,29,44,44,39,44,34.0,39.0,39.0,34.0,34.0,34.0,34,4,34,39,44,39,44,19,44,44,29,34,44,34,44,24,19,43.0,24,34.0,0
0,9,17,2,3,0,19,19,105,9.0,9.0,9.0,7.0,4.0,7.0,9.0,9.0,4.0,9.0,4.0,9.0,34,39,44,39,34,39.0,44.0,39.0,29.0,34.0,34.0,44,34,44,34,34,44,44,14,14,39,19,34,44,39,44,19,29,34.0,19,29.0,0
0,12,14,0,2,0,9,9,120,14.0,1.0,14.0,14.0,1.0,1.0,4.0,9.0,14.0,4.0,4.0,9.0,24,29,19,39,44,29.0,19.0,29.0,29.0,34.0,24.0,29,14,29,34,34,34,14,14,19,29,19,19,39,24,34,34,34,41.0,29,24.0,1
0,9,12,2,3,0,4,14,75,11.0,8.0,10.0,8.0,4.0,4.0,7.0,7.0,12.0,9.0,2.0,9.0,39,34,39,44,24,14.0,34.0,29.0,19.0,29.0,19.0,34,4,34,24,34,39,29,4,24,44,34,19,39,9,29,9,4,26.0,14,14.0,0
0,6,13,0,2,0,9,19,17,14.0,12.0,8.0,8.0,1.0,2.0,7.0,7.0,9.0,8.0,6.0,8.0,24,19,34,39,29,24.0,29.0,29.0,19.0,24.0,29.0,39,19,29,44,39,34,39,19,29,44,9,34,24,29,34,29,19,33.0,24,29.0,1
1,12,6,2,2,1,9,14,89,9.0,11.0,11.0,13.0,2.0,2.0,9.0,9.0,9.0,9.0,0.0,9.0,34,49,39,44,44,34.0,34.0,39.0,39.0,34.0,29.0,39,24,29,44,34,34,19,39,39,34,34,39,39,49,49,39,9,36.0,24,29.0,1
1,12,6,2,2,1,4,4,207,19.0,4.0,7.0,9.0,4.0,2.0,8.0,8.0,8.0,8.0,7.0,7.0,29,29,29,29,29,29.0,29.0,34.0,34.0,29.0,24.0,44,44,39,39,39,34,24,19,29,34,24,34,39,34,29,19,19,28.0,24,24.0,0
0,6,6,2,0,0,39,44,194,12.0,7.0,9.0,9.0,4.0,4.0,9.0,9.0,9.0,7.0,2.0,9.0,39,49,39,44,34,39.0,34.0,39.0,39.0,29.0,19.0,24,14,34,34,39,49,9,9,4,39,29,49,39,44,49,29,34,36.0,34,34.0,0
1,1,1,0,3,0,19,4,47,24.0,7.0,4.0,4.0,4.0,2.0,12.0,4.0,9.0,9.0,4.0,7.0,19,29,19,29,29,29.0,29.0,29.0,29.0,29.0,29.0,24,4,24,24,24,24,14,29,19,39,34,29,39,34,29,24,14,36.0,24,29.0,0
0,11,14,0,2,0,9,14,177,8.0,6.0,10.0,9.0,6.0,9.0,6.0,9.0,9.0,6.0,8.0,6.0,34,44,39,49,39,39.0,39.0,34.0,39.0,39.0,44.0,19,4,19,39,44,39,24,24,34,49,24,44,49,44,44,34,4,40.0,24,44.0,1
1,4,3,4,2,0,4,4,121,7.0,7.0,12.0,12.0,7.0,2.0,19.0,7.0,4.0,9.0,2.0,4.0,34,49,39,39,39,49.0,49.0,49.0,49.0,49.0,49.0,34,44,34,44,34,29,24,29,29,29,39,34,39,39,39,24,19,26.0,29,49.0,0
0,7,9,2,2,1,19,39,121,9.0,17.0,9.0,4.0,4.0,2.0,17.0,4.0,9.0,9.0,4.0,2.0,39,39,44,39,44,44.0,29.0,34.0,34.0,29.0,24.0,14,14,34,49,34,34,34,9,29,29,39,39,39,29,34,49,29,16.0,24,34.0,0
1,12,11,2,2,1,29,29,96,7.0,9.0,9.0,9.0,6.0,6.0,8.0,8.0,9.0,9.0,5.0,7.0,34,39,34,44,29,29.0,39.0,29.0,34.0,29.0,24.0,39,34,29,29,39,34,29,34,39,44,29,24,49,29,34,24,9,30.0,34,24.0,1
0,12,13,2,2,1,49,49,66,14.0,7.0,7.0,9.0,4.0,4.0,7.0,9.0,17.0,7.0,2.0,4.0,39,44,29,49,44,39.0,34.0,39.0,44.0,44.0,34.0,19,24,9,39,39,34,29,24,44,44,44,39,34,39,49,44,34,29.0,14,39.0,1
0,18,13,2,1,0,29,9,121,7.0,8.0,8.0,8.0,6.0,7.0,4.0,10.0,10.0,7.0,8.0,9.0,34,49,34,39,34,24.0,24.0,34.0,39.0,34.0,19.0,19,24,29,39,44,44,29,19,39,44,24,34,34,34,34,29,19,25.0,29,24.0,0
1,11,9,0,2,0,4,4,153,9.0,9.0,9.0,9.0,2.0,9.0,9.0,6.0,8.0,7.0,7.0,7.0,44,49,39,49,49,24.0,39.0,44.0,29.0,39.0,29.0,49,29,49,24,49,49,44,34,4,49,49,49,49,49,49,49,49,26.0,29,34.0,0
1,13,6,2,2,1,4,4,136,9.0,9.0,9.0,9.0,2.0,7.0,14.0,9.0,9.0,9.0,4.0,0.0,34,39,39,39,39,39.0,14.0,29.0,34.0,29.0,14.0,34,14,24,39,34,34,14,9,34,39,29,19,44,34,44,34,4,41.0,39,19.0,0
0,7,6,2,2,1,4,4,208,12.0,9.0,7.0,9.0,2.0,7.0,4.0,9.0,9.0,7.0,9.0,7.0,34,44,34,39,39,24.0,34.0,27.0,19.0,19.0,14.0,19,9,44,39,24,29,19,14,9,39,24,24,34,29,39,19,9,42.0,24,19.0,0
1,11,6,2,0,0,14,9,142,9.0,9.0,9.0,9.0,9.0,0.0,14.0,9.0,7.0,7.0,3.0,5.0,39,44,44,39,44,19.0,34.0,34.0,34.0,24.0,14.0,44,39,24,39,19,19,9,9,34,24,29,24,29,14,29,34,14,21.0,24,24.0,0
1,12,9,2,3,0,39,44,142,9.0,9.0,12.0,9.0,2.0,4.0,9.0,9.0,9.0,4.0,4.0,9.0,34,49,34,49,49,39.0,24.0,34.0,24.0,14.0,4.0,24,9,49,39,29,19,44,4,14,49,44,39,44,14,19,14,4,29.0,24,19.0,0
1,11,12,0,2,0,34,4,23,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,24,39,24,39,24,19.0,19.0,34.0,29.0,39.0,14.0,44,44,34,44,49,44,44,4,24,44,24,39,44,39,24,14,24,36.0,44,19.0,0
1,11,13,4,0,0,9,9,20,24.0,2.0,12.0,9.0,0.0,0.0,19.0,9.0,9.0,4.0,4.0,0.0,29,39,44,39,34,29.0,29.0,29.0,24.0,34.0,29.0,44,39,44,44,34,34,44,39,29,9,9,34,29,29,29,19,19,22.0,34,24.0,0
1,9,8,2,2,1,34,14,157,12.0,9.0,12.0,12.0,2.0,0.0,11.0,7.0,13.0,6.0,3.0,4.0,34,29,34,49,39,34.0,29.0,24.0,29.0,39.0,29.0,29,9,39,44,39,44,9,14,29,44,4,19,34,29,34,9,9,35.0,19,29.0,0
0,14,9,2,2,1,9,4,95,9.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,9.0,6.0,9.0,6.0,44,34,34,44,44,19.0,49.0,49.0,29.0,39.0,19.0,39,14,49,49,49,49,4,4,34,49,19,34,39,14,24,34,4,41.0,19,34.0,0
1,14,13,2,2,1,4,4,187,9.0,4.0,24.0,2.0,4.0,2.0,19.0,5.0,8.0,5.0,2.0,5.0,44,39,34,49,34,44.0,24.0,29.0,34.0,34.0,19.0,44,29,39,39,24,14,44,24,44,49,24,19,49,39,44,24,4,36.0,24,29.0,1
0,11,16,3,2,0,14,29,131,8.0,8.0,8.0,8.0,6.0,7.0,7.0,9.0,9.0,8.0,9.0,7.0,34,44,34,39,44,29.0,29.0,34.0,29.0,29.0,29.0,39,24,39,39,39,39,39,29,44,39,39,39,39,29,34,39,14,34.0,24,29.0,0
1,7,6,4,0,0,4,4,70,9.0,4.0,4.0,14.0,7.0,7.0,14.0,14.0,14.0,2.0,0.0,1.0,34,44,39,44,24,39.0,44.0,39.0,39.0,44.0,34.0,34,44,14,44,44,39,29,34,34,34,14,29,34,39,34,19,4,31.0,44,39.0,1
1,14,11,2,2,1,9,29,142,7.0,7.0,9.0,9.0,7.0,7.0,9.0,4.0,10.0,9.0,7.0,6.0,34,49,44,39,39,29.0,34.0,34.0,24.0,29.0,24.0,44,34,24,44,29,24,39,9,24,44,29,34,34,9,19,19,14,36.0,19,29.0,0
0,6,14,2,4,0,39,34,192,9.0,12.0,12.0,7.0,2.0,4.0,7.0,7.0,9.0,7.0,9.0,7.0,44,44,44,44,44,19.0,49.0,49.0,29.0,49.0,44.0,39,34,49,34,34,34,39,29,29,49,39,44,49,39,49,44,14,38.0,24,34.0,0
1,6,12,0,0,1,34,4,133,4.0,9.0,14.0,4.0,4.0,9.0,12.0,7.0,9.0,9.0,4.0,4.0,39,44,39,39,44,9.0,19.0,29.0,19.0,44.0,19.0,19,34,29,49,44,39,4,39,39,44,39,39,44,44,39,44,29,35.0,39,29.0,0
1,12,9,0,1,0,4,9,144,9.0,9.0,9.0,4.0,9.0,4.0,9.0,14.0,4.0,9.0,0.0,9.0,19,44,49,39,39,34.0,44.0,39.0,39.0,24.0,34.0,49,29,4,34,14,29,49,24,14,49,29,24,34,29,39,9,4,29.0,34,39.0,1
0,11,7,0,4,0,14,9,63,14.0,14.0,14.0,2.0,0.0,1.0,4.0,12.0,9.0,9.0,2.0,9.0,29,44,39,44,29,34.0,29.0,34.0,24.0,34.0,29.0,39,4,24,44,19,14,29,34,39,49,24,9,34,39,44,14,4,28.0,44,29.0,1
0,9,7,3,2,0,24,9,192,9.0,7.0,9.0,9.0,7.0,4.0,5.0,5.0,15.0,10.0,5.0,7.0,14,29,44,34,49,14.0,34.0,39.0,24.0,44.0,24.0,9,4,14,49,49,34,29,24,49,39,19,49,39,29,39,19,49,36.0,29,34.0,0
0,7,7,2,3,0,19,24,10,14.0,4.0,9.0,9.0,4.0,4.0,9.0,4.0,14.0,7.0,7.0,4.0,39,39,29,39,34,39.0,39.0,34.0,34.0,29.0,34.0,19,4,39,39,39,49,34,14,4,49,14,29,29,29,44,19,9,38.0,29,39.0,1
1,17,14,2,3,0,4,4,19,8.0,11.0,11.0,11.0,2.0,5.0,24.0,0.0,4.0,14.0,0.0,4.0,34,39,44,39,39,14.0,19.0,24.0,19.0,24.0,29.0,39,9,39,39,39,39,39,39,29,39,24,19,29,14,29,29,29,31.0,29,24.0,0
1,3,4,2,0,0,39,9,121,4.0,12.0,7.0,9.0,7.0,7.0,17.0,2.0,14.0,9.0,2.0,2.0,39,39,44,44,44,24.0,39.0,34.0,34.0,39.0,24.0,49,49,49,49,34,34,34,14,4,14,24,24,49,39,49,39,24,39.0,34,39.0,0
0,4,7,2,2,1,9,9,192,4.0,9.0,17.0,9.0,0.0,7.0,7.0,9.0,9.0,9.0,7.0,4.0,29,39,39,39,39,44.0,34.0,34.0,44.0,29.0,24.0,34,4,49,44,44,44,39,14,29,29,29,39,39,49,49,34,44,35.0,29,39.0,1
1,9,16,0,1,0,14,4,142,7.0,8.0,10.0,9.0,8.0,6.0,7.0,9.0,10.0,9.0,7.0,5.0,34,39,44,44,44,29.0,39.0,34.0,34.0,39.0,29.0,39,29,44,44,29,19,9,34,29,44,24,9,44,9,34,44,9,25.0,34,29.0,0
0,11,6,0,0,1,44,14,15,7.0,12.0,9.0,4.0,4.0,9.0,28.0,2.0,3.0,4.0,3.0,5.0,39,44,44,39,39,24.0,34.0,29.0,34.0,29.0,29.0,14,14,29,49,44,44,24,24,39,44,29,44,19,44,44,44,14,31.0,9,19.0,0
1,12,8,2,2,1,9,9,148,9.0,9.0,7.0,7.0,7.0,7.0,19.0,7.0,9.0,4.0,2.0,4.0,39,44,39,39,39,44.0,39.0,39.0,39.0,39.0,34.0,39,19,14,49,44,39,39,19,19,44,24,34,44,44,44,34,14,27.0,29,39.0,1
1,9,6,0,2,0,14,4,142,8.0,6.0,8.0,9.0,9.0,6.0,7.0,9.0,10.0,9.0,7.0,5.0,34,39,44,44,44,39.0,34.0,19.0,44.0,19.0,24.0,39,29,44,44,29,19,9,34,29,44,24,9,44,9,34,44,9,33.0,34,39.0,1
1,8,7,0,2,0,9,9,121,9.0,11.0,8.0,11.0,4.0,3.0,10.0,8.0,11.0,8.0,5.0,5.0,34,44,24,49,34,29.0,39.0,34.0,34.0,29.0,29.0,39,49,34,44,44,39,4,4,19,49,49,49,49,44,44,44,24,15.0,19,34.0,0
