gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,69,14,3,2,0,19,19,155,37.0,47.0,41.0,45.0,9.0,15.0,59.0,59.0,59.0,9.0,0.0,9.0,139,179,139,159,99,79.0,159.0,159.0,99.0,139.0,119.0,139,19,179,179,179,179,59,19,179,179,19,179,199,179,179,99,99,170.0,139,139.0,0
0,34,119,2,2,1,159,159,183,47.0,47.0,47.0,47.0,4.0,4.0,30.0,34.0,34.0,34.0,34.0,30.0,139,159,179,179,159,159.0,159.0,159.0,179.0,179.0,159.0,159,159,159,159,139,139,139,159,139,139,139,139,139,139,139,139,119,16.0,39,159.0,1
0,59,39,2,3,0,59,99,134,19.0,39.0,39.0,43.0,11.0,43.0,39.0,49.0,29.0,29.0,29.0,19.0,139,179,179,159,179,99.0,99.0,119.0,119.0,119.0,39.0,39,59,79,179,159,119,159,79,139,159,79,119,139,99,159,99,59,170.0,79,59.0,0
1,59,59,0,2,0,19,19,4,43.0,23.0,59.0,49.0,19.0,1.0,119.0,19.0,19.0,19.0,9.0,9.0,99,199,119,119,199,199.0,199.0,179.0,199.0,179.0,179.0,139,39,159,99,199,199,139,59,139,179,99,159,199,99,179,139,19,169.0,139,199.0,1
1,54,79,0,0,1,19,19,142,3.0,119.0,29.0,15.0,9.0,19.0,79.0,19.0,29.0,19.0,19.0,29.0,159,139,159,159,179,119.0,139.0,119.0,119.0,119.0,119.0,179,79,179,179,159,159,99,119,159,99,99,119,119,59,99,159,99,82.0,99,119.0,0
1,54,44,0,2,0,139,19,142,59.0,29.0,29.0,59.0,0.0,19.0,69.0,59.0,49.0,9.0,0.0,9.0,139,159,139,199,159,139.0,119.0,139.0,139.0,119.0,99.0,179,119,159,139,159,139,159,139,179,159,139,159,179,159,199,99,59,99.0,139,139.0,1
1,49,74,2,2,1,139,79,142,49.0,39.0,19.0,39.0,39.0,9.0,99.0,19.0,19.0,19.0,19.0,19.0,159,119,179,179,179,99.0,119.0,119.0,119.0,99.0,39.0,139,159,139,139,119,119,59,19,119,139,39,39,39,99,179,79,19,123.0,139,39.0,0
1,29,34,0,0,1,79,79,19,39.0,19.0,59.0,39.0,19.0,19.0,33.0,31.0,33.0,33.0,33.0,31.0,139,139,139,139,139,159.0,119.0,139.0,139.0,119.0,119.0,139,139,139,139,99,99,119,139,99,99,139,99,159,99,139,159,99,119.0,119,159.0,1
1,49,34,2,4,0,79,119,80,39.0,39.0,39.0,39.0,19.0,19.0,39.0,39.0,29.0,29.0,9.0,49.0,139,179,159,159,139,119.0,159.0,179.0,159.0,119.0,139.0,79,59,159,139,139,179,159,39,59,139,99,139,179,139,159,59,119,175.0,119,99.0,0
0,79,89,2,2,1,59,159,13,39.0,31.0,31.0,31.0,31.0,31.0,39.0,39.0,39.0,39.0,19.0,19.0,179,179,159,179,159,99.0,119.0,199.0,79.0,199.0,99.0,99,59,179,199,139,159,99,19,99,179,99,179,199,179,179,99,179,162.0,39,99.0,0
0,44,69,0,4,0,19,59,71,39.0,19.0,59.0,39.0,19.0,19.0,19.0,39.0,39.0,29.0,39.0,29.0,99,159,139,159,159,79.0,159.0,159.0,99.0,159.0,79.0,199,159,199,179,159,179,199,19,99,199,139,199,199,159,199,179,59,147.0,59,119.0,0
1,69,34,2,4,0,39,119,36,29.0,5.0,99.0,39.0,3.0,19.0,59.0,19.0,59.0,39.0,19.0,0.0,159,99,139,199,179,139.0,139.0,159.0,159.0,199.0,139.0,179,179,179,179,79,79,139,39,99,99,79,79,179,59,99,99,39,78.0,119,159.0,1
0,54,34,4,2,0,119,119,160,33.0,35.0,55.0,53.0,9.0,9.0,39.0,39.0,39.0,19.0,19.0,39.0,179,199,179,179,159,139.0,139.0,139.0,179.0,139.0,159.0,159,99,199,199,199,199,159,79,99,99,159,179,179,199,199,139,139,129.0,179,159.0,1
0,34,54,3,3,1,19,59,207,59.0,19.0,49.0,39.0,15.0,13.0,19.0,49.0,49.0,39.0,19.0,19.0,159,199,199,159,179,99.0,59.0,179.0,199.0,179.0,139.0,199,119,139,179,179,159,179,19,139,159,19,199,199,199,199,99,179,156.0,79,139.0,1
0,44,44,2,3,0,39,39,105,59.0,49.0,19.0,39.0,0.0,29.0,59.0,29.0,29.0,59.0,0.0,19.0,139,139,159,119,79,119.0,139.0,159.0,179.0,139.0,159.0,79,39,179,119,59,59,59,39,139,39,119,39,39,79,139,159,79,112.0,59,139.0,0
0,19,39,2,2,1,19,19,43,35.0,35.0,35.0,37.0,25.0,27.0,29.0,39.0,39.0,39.0,9.0,39.0,139,179,179,179,79,119.0,159.0,119.0,139.0,139.0,119.0,39,39,19,79,139,139,39,19,119,79,139,99,199,199,199,39,39,129.0,119,119.0,0
1,59,24,2,0,0,19,19,121,39.0,39.0,39.0,39.0,39.0,0.0,41.0,29.0,49.0,34.0,11.0,34.0,139,139,179,159,159,159.0,159.0,159.0,159.0,159.0,159.0,159,39,19,179,119,119,119,79,139,119,79,119,119,119,119,139,39,148.0,179,159.0,1
0,39,24,2,2,1,139,79,79,59.0,0.0,59.0,29.0,29.0,19.0,59.0,19.0,39.0,19.0,19.0,39.0,159,179,159,179,179,159.0,159.0,139.0,159.0,139.0,159.0,99,79,159,159,179,179,119,19,59,179,139,179,179,179,199,139,119,160.0,139,179.0,1
1,54,44,2,0,0,19,19,82,27.0,39.0,39.0,27.0,35.0,27.0,39.0,21.0,39.0,39.0,39.0,21.0,199,199,199,199,199,139.0,139.0,159.0,99.0,139.0,79.0,159,39,159,159,99,99,99,39,159,179,119,119,179,79,179,139,19,146.0,159,139.0,1
0,39,49,3,2,0,99,39,192,39.0,39.0,39.0,39.0,0.0,39.0,21.0,21.0,63.0,42.0,21.0,31.0,59,119,179,139,199,199.0,99.0,159.0,199.0,99.0,99.0,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,137.0,119,139.0,1
1,44,64,2,2,1,79,119,23,23.0,49.0,49.0,15.0,29.0,29.0,27.0,35.0,33.0,31.0,29.0,39.0,119,159,179,159,199,159.0,139.0,139.0,159.0,139.0,159.0,119,119,79,159,179,179,139,119,159,179,79,119,139,199,199,159,119,101.0,99,159.0,1
0,54,59,0,2,0,119,179,137,99.0,0.0,39.0,39.0,0.0,19.0,19.0,93.0,31.0,23.0,5.0,23.0,139,179,159,179,99,159.0,99.0,159.0,179.0,139.0,59.0,159,39,139,199,139,139,159,39,139,159,139,159,179,139,139,179,159,146.0,79,139.0,0
0,89,49,1,2,0,99,99,102,33.0,33.0,33.0,33.0,31.0,31.0,29.0,29.0,29.0,39.0,39.0,29.0,159,179,119,179,159,159.0,199.0,179.0,199.0,179.0,139.0,39,39,59,159,159,159,39,39,119,179,119,199,159,199,199,199,159,90.0,159,159.0,1
1,39,44,2,2,1,139,139,82,30.0,38.0,38.0,38.0,26.0,26.0,39.0,31.0,35.0,31.0,31.0,27.0,139,199,159,199,199,119.0,79.0,159.0,159.0,99.0,119.0,139,139,139,199,179,139,39,119,99,199,159,159,179,99,139,99,19,87.0,99,119.0,1
0,34,19,4,0,0,119,159,121,79.0,15.0,19.0,23.0,19.0,39.0,29.0,5.0,99.0,39.0,3.0,19.0,119,139,139,179,159,79.0,139.0,159.0,99.0,139.0,79.0,79,39,99,139,139,99,139,59,99,139,139,199,159,159,139,119,39,80.0,99,79.0,0
1,49,39,2,2,1,19,19,194,39.0,39.0,19.0,39.0,19.0,39.0,79.0,39.0,39.0,39.0,0.0,0.0,159,199,199,199,199,179.0,199.0,199.0,179.0,179.0,179.0,199,19,199,199,199,199,99,19,19,199,99,199,199,199,199,199,99,160.0,99,179.0,0
0,34,49,2,2,1,159,79,58,99.0,0.0,49.0,19.0,0.0,29.0,69.0,19.0,69.0,19.0,19.0,0.0,159,179,159,179,159,179.0,179.0,179.0,179.0,179.0,179.0,59,159,139,159,99,99,159,79,99,139,159,139,139,139,99,159,139,85.0,79,179.0,0
0,19,59,0,2,0,119,39,203,99.0,0.0,39.0,39.0,0.0,19.0,31.0,39.0,37.0,31.0,35.0,21.0,119,179,159,159,159,139.0,159.0,159.0,159.0,159.0,119.0,119,119,179,159,99,99,139,79,99,119,179,179,179,99,99,179,99,89.0,139,159.0,1
0,39,34,4,2,0,19,19,132,99.0,0.0,59.0,19.0,0.0,19.0,39.0,19.0,39.0,59.0,19.0,19.0,139,119,199,139,139,159.0,179.0,179.0,139.0,119.0,99.0,79,59,19,159,119,139,39,39,199,159,159,199,199,179,179,159,59,142.0,119,119.0,1
1,39,24,2,2,1,99,19,142,55.0,15.0,33.0,43.0,33.0,15.0,99.0,19.0,19.0,59.0,0.0,0.0,159,139,179,159,139,119.0,99.0,99.0,179.0,139.0,119.0,159,159,179,39,119,159,119,39,99,39,139,19,199,59,99,99,119,110.0,59,79.0,0
0,44,49,0,2,0,119,59,192,99.0,19.0,59.0,19.0,0.0,0.0,19.0,49.0,49.0,19.0,19.0,39.0,159,159,119,179,179,139.0,139.0,159.0,119.0,79.0,79.0,159,159,159,159,159,159,179,99,59,159,139,159,159,179,179,159,99,81.0,59,139.0,1
1,34,24,0,2,0,99,19,70,39.0,39.0,39.0,39.0,9.0,29.0,29.0,59.0,39.0,39.0,19.0,9.0,199,199,119,199,199,199.0,159.0,199.0,99.0,199.0,19.0,199,199,119,119,199,199,199,119,119,119,199,199,199,159,199,19,119,94.0,139,59.0,0
0,49,19,2,0,0,39,39,87,69.0,79.0,9.0,9.0,13.0,15.0,49.0,39.0,39.0,49.0,0.0,19.0,159,159,139,139,79,39.0,39.0,139.0,0.0,79.0,0.0,99,79,99,79,139,159,159,19,119,99,19,79,199,119,139,39,119,100.0,79,19.0,0
0,29,69,0,2,0,19,19,192,39.0,39.0,39.0,39.0,19.0,19.0,19.0,79.0,19.0,39.0,19.0,19.0,119,179,179,159,179,139.0,159.0,159.0,139.0,139.0,139.0,139,19,139,159,179,159,179,79,179,179,119,139,179,139,179,99,79,175.0,99,139.0,0
0,39,69,2,3,0,79,79,105,39.0,39.0,39.0,29.0,19.0,29.0,39.0,39.0,19.0,39.0,19.0,39.0,139,159,179,159,139,159.0,179.0,159.0,119.0,139.0,139.0,179,139,179,139,139,179,179,59,59,159,79,139,179,159,179,79,119,136.0,79,119.0,0
0,49,59,0,2,0,39,39,120,59.0,5.0,59.0,59.0,5.0,7.0,19.0,39.0,59.0,19.0,19.0,39.0,99,119,79,159,179,119.0,79.0,119.0,119.0,139.0,99.0,119,59,119,139,139,139,59,59,79,119,79,79,159,99,139,139,139,164.0,119,99.0,1
0,39,49,2,3,0,19,59,75,45.0,35.0,41.0,35.0,19.0,19.0,29.0,29.0,49.0,39.0,9.0,39.0,159,139,159,179,99,59.0,139.0,119.0,79.0,119.0,79.0,139,19,139,99,139,159,119,19,99,179,139,79,159,39,119,39,19,104.0,59,59.0,0
0,24,54,0,2,0,39,79,17,59.0,49.0,35.0,35.0,7.0,9.0,31.0,31.0,37.0,33.0,27.0,35.0,99,79,139,159,119,99.0,119.0,119.0,79.0,99.0,119.0,159,79,119,179,159,139,159,79,119,179,39,139,99,119,139,119,79,133.0,99,119.0,1
1,49,24,2,2,1,39,59,89,36.0,45.0,45.0,54.0,9.0,9.0,39.0,39.0,39.0,39.0,0.0,39.0,139,199,159,179,179,139.0,139.0,159.0,159.0,139.0,119.0,159,99,119,179,139,139,79,159,159,139,139,159,159,199,199,159,39,147.0,99,119.0,1
1,49,24,2,2,1,19,19,207,79.0,19.0,29.0,39.0,19.0,9.0,33.0,33.0,33.0,33.0,31.0,31.0,119,119,119,119,119,119.0,119.0,139.0,139.0,119.0,99.0,179,179,159,159,159,139,99,79,119,139,99,139,159,139,119,79,79,114.0,99,99.0,0
0,24,24,2,0,0,159,179,194,49.0,29.0,39.0,39.0,19.0,19.0,39.0,39.0,39.0,29.0,9.0,39.0,159,199,159,179,139,159.0,139.0,159.0,159.0,119.0,79.0,99,59,139,139,159,199,39,39,19,159,119,199,159,179,199,119,139,146.0,139,139.0,0
1,4,4,0,3,0,79,19,47,99.0,29.0,19.0,19.0,19.0,9.0,49.0,19.0,39.0,39.0,19.0,29.0,79,119,79,119,119,119.0,119.0,119.0,119.0,119.0,119.0,99,19,99,99,99,99,59,119,79,159,139,119,159,139,119,99,59,147.0,99,119.0,0
0,44,59,0,2,0,39,59,177,33.0,24.0,41.0,37.0,24.0,37.0,27.0,39.0,39.0,27.0,35.0,27.0,139,179,159,199,159,159.0,159.0,139.0,159.0,159.0,179.0,79,19,79,159,179,159,99,99,139,199,99,179,199,179,179,139,19,161.0,99,179.0,1
1,19,14,4,2,0,19,19,121,29.0,29.0,49.0,49.0,29.0,9.0,79.0,29.0,19.0,39.0,9.0,19.0,139,199,159,159,159,199.0,199.0,199.0,199.0,199.0,199.0,139,179,139,179,139,119,99,119,119,119,159,139,159,159,159,99,79,107.0,119,199.0,0
0,29,39,2,2,1,79,159,121,39.0,69.0,39.0,19.0,19.0,9.0,69.0,19.0,39.0,39.0,19.0,9.0,159,159,179,159,179,179.0,119.0,139.0,139.0,119.0,99.0,59,59,139,199,139,139,139,39,119,119,159,159,159,119,139,199,119,65.0,99,139.0,0
1,49,44,2,2,1,119,119,96,30.0,38.0,38.0,38.0,26.0,26.0,34.0,34.0,39.0,39.0,21.0,30.0,139,159,139,179,119,119.0,159.0,119.0,139.0,119.0,99.0,159,139,119,119,159,139,119,139,159,179,119,99,199,119,139,99,39,122.0,139,99.0,1
0,49,54,2,2,1,199,199,66,59.0,29.0,29.0,39.0,19.0,19.0,29.0,39.0,69.0,29.0,9.0,19.0,159,179,119,199,179,159.0,139.0,159.0,179.0,179.0,139.0,79,99,39,159,159,139,119,99,179,179,179,159,139,159,199,179,139,116.0,59,159.0,1
0,74,54,2,1,0,119,39,121,31.0,35.0,35.0,35.0,27.0,31.0,16.0,41.0,41.0,29.0,33.0,37.0,139,199,139,159,139,99.0,99.0,139.0,159.0,139.0,79.0,79,99,119,159,179,179,119,79,159,179,99,139,139,139,139,119,79,100.0,119,99.0,0
1,44,39,0,2,0,19,19,153,37.0,37.0,37.0,37.0,9.0,37.0,39.0,27.0,35.0,31.0,31.0,31.0,179,199,159,199,199,99.0,159.0,179.0,119.0,159.0,119.0,199,119,199,99,199,199,179,139,19,199,199,199,199,199,199,199,199,106.0,119,139.0,0
1,54,24,2,2,1,19,19,136,39.0,39.0,39.0,39.0,9.0,29.0,59.0,39.0,39.0,39.0,19.0,0.0,139,159,159,159,159,159.0,59.0,119.0,139.0,119.0,59.0,139,59,99,159,139,139,59,39,139,159,119,79,179,139,179,139,19,165.0,159,79.0,0
0,29,24,2,2,1,19,19,208,49.0,39.0,29.0,39.0,9.0,29.0,19.0,39.0,39.0,29.0,39.0,29.0,139,179,139,159,159,99.0,139.0,109.0,79.0,79.0,59.0,79,39,179,159,99,119,79,59,39,159,99,99,139,119,159,79,39,169.0,99,79.0,0
1,44,24,2,0,0,59,39,142,39.0,39.0,39.0,39.0,39.0,0.0,59.0,39.0,29.0,29.0,15.0,23.0,159,179,179,159,179,79.0,139.0,139.0,139.0,99.0,59.0,179,159,99,159,79,79,39,39,139,99,119,99,119,59,119,139,59,86.0,99,99.0,0
1,49,39,2,3,0,159,179,142,39.0,39.0,49.0,39.0,9.0,19.0,39.0,39.0,39.0,19.0,19.0,39.0,139,199,139,199,199,159.0,99.0,139.0,99.0,59.0,19.0,99,39,199,159,119,79,179,19,59,199,179,159,179,59,79,59,19,119.0,99,79.0,0
1,44,49,0,2,0,139,19,23,19.0,19.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,19.0,19.0,99,159,99,159,99,79.0,79.0,139.0,119.0,159.0,59.0,179,179,139,179,199,179,179,19,99,179,99,159,179,159,99,59,99,146.0,179,79.0,0
1,44,54,4,0,0,39,39,20,99.0,9.0,49.0,39.0,0.0,0.0,79.0,39.0,39.0,19.0,19.0,0.0,119,159,179,159,139,119.0,119.0,119.0,99.0,139.0,119.0,179,159,179,179,139,139,179,159,119,39,39,139,119,119,119,79,79,88.0,139,99.0,0
1,39,34,2,2,1,139,59,157,49.0,39.0,49.0,49.0,9.0,0.0,47.0,31.0,55.0,27.0,15.0,19.0,139,119,139,199,159,139.0,119.0,99.0,119.0,159.0,119.0,119,39,159,179,159,179,39,59,119,179,19,79,139,119,139,39,39,143.0,79,119.0,0
0,59,39,2,2,1,39,19,95,39.0,31.0,35.0,31.0,31.0,27.0,34.0,34.0,39.0,24.0,39.0,24.0,179,139,139,179,179,79.0,199.0,199.0,119.0,159.0,79.0,159,59,199,199,199,199,19,19,139,199,79,139,159,59,99,139,19,164.0,79,139.0,0
1,59,54,2,2,1,19,19,187,39.0,19.0,99.0,9.0,19.0,9.0,79.0,23.0,35.0,23.0,11.0,23.0,179,159,139,199,139,179.0,99.0,119.0,139.0,139.0,79.0,179,119,159,159,99,59,179,99,179,199,99,79,199,159,179,99,19,147.0,99,119.0,1
0,44,64,3,2,0,59,119,131,35.0,35.0,35.0,35.0,26.0,31.0,28.0,36.0,36.0,32.0,36.0,28.0,139,179,139,159,179,119.0,119.0,139.0,119.0,119.0,119.0,159,99,159,159,159,159,159,119,179,159,159,159,159,119,139,159,59,137.0,99,119.0,0
1,29,24,4,0,0,19,19,70,39.0,19.0,19.0,59.0,29.0,29.0,59.0,59.0,59.0,9.0,3.0,5.0,139,179,159,179,99,159.0,179.0,159.0,159.0,179.0,139.0,139,179,59,179,179,159,119,139,139,139,59,119,139,159,139,79,19,127.0,179,159.0,1
1,59,44,2,2,1,39,119,142,29.0,29.0,39.0,39.0,29.0,29.0,39.0,19.0,43.0,39.0,29.0,25.0,139,199,179,159,159,119.0,139.0,139.0,99.0,119.0,99.0,179,139,99,179,119,99,159,39,99,179,119,139,139,39,79,79,59,144.0,79,119.0,0
0,24,59,2,4,0,159,139,192,39.0,49.0,49.0,29.0,9.0,19.0,29.0,29.0,39.0,29.0,39.0,29.0,179,179,179,179,179,79.0,199.0,199.0,119.0,199.0,179.0,159,139,199,139,139,139,159,119,119,199,159,179,199,159,199,179,59,153.0,99,139.0,0
1,24,49,0,0,1,139,19,133,19.0,39.0,59.0,19.0,19.0,39.0,49.0,29.0,39.0,39.0,19.0,19.0,159,179,159,159,179,39.0,79.0,119.0,79.0,179.0,79.0,79,139,119,199,179,159,19,159,159,179,159,159,179,179,159,179,119,143.0,159,119.0,0
1,49,39,0,1,0,19,39,144,39.0,39.0,39.0,19.0,39.0,19.0,39.0,59.0,19.0,39.0,0.0,39.0,79,179,199,159,159,139.0,179.0,159.0,159.0,99.0,139.0,199,119,19,139,59,119,199,99,59,199,119,99,139,119,159,39,19,118.0,139,159.0,1
0,44,29,0,4,0,59,39,63,59.0,59.0,59.0,9.0,3.0,5.0,19.0,49.0,39.0,39.0,9.0,39.0,119,179,159,179,119,139.0,119.0,139.0,99.0,139.0,119.0,159,19,99,179,79,59,119,139,159,199,99,39,139,159,179,59,19,113.0,179,119.0,1
0,39,29,3,2,0,99,39,192,39.0,29.0,39.0,39.0,29.0,19.0,21.0,21.0,63.0,42.0,21.0,31.0,59,119,179,139,199,59.0,139.0,159.0,99.0,179.0,99.0,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,146.0,119,139.0,0
0,29,29,2,3,0,79,99,10,59.0,19.0,39.0,39.0,19.0,19.0,39.0,19.0,59.0,29.0,29.0,19.0,159,159,119,159,139,159.0,159.0,139.0,139.0,119.0,139.0,79,19,159,159,159,199,139,59,19,199,59,119,119,119,179,79,39,152.0,119,159.0,1
1,69,59,2,3,0,19,19,19,33.0,44.0,44.0,44.0,11.0,22.0,99.0,0.0,19.0,59.0,0.0,19.0,139,159,179,159,159,59.0,79.0,99.0,79.0,99.0,119.0,159,39,159,159,159,159,159,159,119,159,99,79,119,59,119,119,119,126.0,119,99.0,0
1,14,19,2,0,0,159,39,121,19.0,49.0,29.0,39.0,29.0,29.0,69.0,9.0,59.0,39.0,9.0,9.0,159,159,179,179,179,99.0,159.0,139.0,139.0,159.0,99.0,199,199,199,199,139,139,139,59,19,59,99,99,199,159,199,159,99,158.0,139,159.0,0
0,19,29,2,2,1,39,39,192,19.0,39.0,69.0,39.0,0.0,29.0,29.0,39.0,39.0,39.0,29.0,19.0,119,159,159,159,159,179.0,139.0,139.0,179.0,119.0,99.0,139,19,199,179,179,179,159,59,119,119,119,159,159,199,199,139,179,141.0,119,159.0,1
1,39,64,0,1,0,59,19,142,29.0,33.0,41.0,37.0,33.0,24.0,29.0,38.0,42.0,38.0,29.0,21.0,139,159,179,179,179,119.0,159.0,139.0,139.0,159.0,119.0,159,119,179,179,119,79,39,139,119,179,99,39,179,39,139,179,39,100.0,139,119.0,0
0,44,24,0,0,1,179,59,15,29.0,49.0,39.0,19.0,19.0,39.0,115.0,9.0,15.0,19.0,13.0,23.0,159,179,179,159,159,99.0,139.0,119.0,139.0,119.0,119.0,59,59,119,199,179,179,99,99,159,179,119,179,79,179,179,179,59,125.0,39,79.0,0
1,49,34,2,2,1,39,39,148,39.0,39.0,29.0,29.0,29.0,29.0,79.0,29.0,39.0,19.0,9.0,19.0,159,179,159,159,159,179.0,159.0,159.0,159.0,159.0,139.0,159,79,59,199,179,159,159,79,79,179,99,139,179,179,179,139,59,110.0,119,159.0,1
1,39,24,0,2,0,59,19,142,34.0,26.0,34.0,38.0,38.0,26.0,29.0,38.0,42.0,38.0,29.0,21.0,139,159,179,179,179,159.0,139.0,79.0,179.0,79.0,99.0,159,119,179,179,119,79,39,139,119,179,99,39,179,39,139,179,39,135.0,139,159.0,1
1,34,29,0,2,0,39,39,121,39.0,44.0,34.0,44.0,19.0,14.0,41.0,32.0,46.0,32.0,23.0,23.0,139,179,99,199,139,119.0,159.0,139.0,139.0,119.0,119.0,159,199,139,179,179,159,19,19,79,199,199,199,199,179,179,179,99,61.0,79,139.0,0
