gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,17,17,4,0,0,19,69,73,14.0,9.0,29.0,9.0,4.0,29.0,19.0,19.0,19.0,19.0,9.0,9.0,79,89,79,79,69,59.0,99.0,99.0,79.0,79.0,79.0,49,49,49,79,89,99,89,9,69,79,59,79,79,79,89,59,69,82.0,69,89.0,1
0,27,9,2,3,0,9,19,113,9.0,19.0,34.0,9.0,4.0,19.0,9.0,19.0,19.0,19.0,19.0,9.0,89,99,89,89,89,69.0,79.0,79.0,79.0,79.0,69.0,69,19,79,99,89,89,89,19,89,99,39,99,99,79,99,59,89,52.0,49,69.0,0
0,34,7,3,2,0,9,9,155,18.0,23.0,20.0,22.0,4.0,7.0,29.0,29.0,29.0,4.0,0.0,4.0,69,89,69,79,49,39.0,79.0,79.0,49.0,69.0,59.0,69,9,89,89,89,89,29,9,89,89,9,89,99,89,89,49,49,85.0,69,69.0,0
0,17,59,2,2,1,79,79,183,23.0,23.0,23.0,23.0,2.0,2.0,15.0,17.0,17.0,17.0,17.0,15.0,69,79,89,89,79,79.0,79.0,79.0,89.0,89.0,79.0,79,79,79,79,69,69,69,79,69,69,69,69,69,69,69,69,59,8.0,19,79.0,1
0,29,19,2,3,0,29,49,134,9.0,19.0,19.0,21.0,5.0,21.0,19.0,24.0,14.0,14.0,14.0,9.0,69,89,89,79,89,49.0,49.0,59.0,59.0,59.0,19.0,19,29,39,89,79,59,79,39,69,79,39,59,69,49,79,49,29,85.0,39,29.0,0
1,29,29,0,2,0,9,9,4,21.0,11.0,29.0,24.0,9.0,0.0,59.0,9.0,9.0,9.0,4.0,4.0,49,99,59,59,99,99.0,99.0,89.0,99.0,89.0,89.0,69,19,79,49,99,99,69,29,69,89,49,79,99,49,89,69,9,84.0,69,99.0,1
1,27,39,0,0,1,9,9,142,1.0,59.0,14.0,7.0,4.0,9.0,39.0,9.0,14.0,9.0,9.0,14.0,79,69,79,79,89,59.0,69.0,59.0,59.0,59.0,59.0,89,39,89,89,79,79,49,59,79,49,49,59,59,29,49,79,49,41.0,49,59.0,0
1,27,22,0,2,0,69,9,142,29.0,14.0,14.0,29.0,0.0,9.0,34.0,29.0,24.0,4.0,0.0,4.0,69,79,69,99,79,69.0,59.0,69.0,69.0,59.0,49.0,89,59,79,69,79,69,79,69,89,79,69,79,89,79,99,49,29,49.0,69,69.0,1
1,24,37,2,2,1,69,39,142,24.0,19.0,9.0,19.0,19.0,4.0,49.0,9.0,9.0,9.0,9.0,9.0,79,59,89,89,89,49.0,59.0,59.0,59.0,49.0,19.0,69,79,69,69,59,59,29,9,59,69,19,19,19,49,89,39,9,61.0,69,19.0,0
1,14,17,0,0,1,39,39,19,19.0,9.0,29.0,19.0,9.0,9.0,16.0,15.0,16.0,16.0,16.0,15.0,69,69,69,69,69,79.0,59.0,69.0,69.0,59.0,59.0,69,69,69,69,49,49,59,69,49,49,69,49,79,49,69,79,49,59.0,59,79.0,1
1,24,17,2,4,0,39,59,80,19.0,19.0,19.0,19.0,9.0,9.0,19.0,19.0,14.0,14.0,4.0,24.0,69,89,79,79,69,59.0,79.0,89.0,79.0,59.0,69.0,39,29,79,69,69,89,79,19,29,69,49,69,89,69,79,29,59,87.0,59,49.0,0
0,39,44,2,2,1,29,79,13,19.0,15.0,15.0,15.0,15.0,15.0,19.0,19.0,19.0,19.0,9.0,9.0,89,89,79,89,79,49.0,59.0,99.0,39.0,99.0,49.0,49,29,89,99,69,79,49,9,49,89,49,89,99,89,89,49,89,81.0,19,49.0,0
0,22,34,0,4,0,9,29,71,19.0,9.0,29.0,19.0,9.0,9.0,9.0,19.0,19.0,14.0,19.0,14.0,49,79,69,79,79,39.0,79.0,79.0,49.0,79.0,39.0,99,79,99,89,79,89,99,9,49,99,69,99,99,79,99,89,29,73.0,29,59.0,0
1,34,17,2,4,0,19,59,36,14.0,2.0,49.0,19.0,1.0,9.0,29.0,9.0,29.0,19.0,9.0,0.0,79,49,69,99,89,69.0,69.0,79.0,79.0,99.0,69.0,89,89,89,89,39,39,69,19,49,49,39,39,89,29,49,49,19,39.0,59,79.0,1
0,27,17,4,2,0,59,59,160,16.0,17.0,27.0,26.0,4.0,4.0,19.0,19.0,19.0,9.0,9.0,19.0,89,99,89,89,79,69.0,69.0,69.0,89.0,69.0,79.0,79,49,99,99,99,99,79,39,49,49,79,89,89,99,99,69,69,64.0,89,79.0,1
0,17,27,3,3,1,9,29,207,29.0,9.0,24.0,19.0,7.0,6.0,9.0,24.0,24.0,19.0,9.0,9.0,79,99,99,79,89,49.0,29.0,89.0,99.0,89.0,69.0,99,59,69,89,89,79,89,9,69,79,9,99,99,99,99,49,89,78.0,39,69.0,1
0,22,22,2,3,0,19,19,105,29.0,24.0,9.0,19.0,0.0,14.0,29.0,14.0,14.0,29.0,0.0,9.0,69,69,79,59,39,59.0,69.0,79.0,89.0,69.0,79.0,39,19,89,59,29,29,29,19,69,19,59,19,19,39,69,79,39,56.0,29,69.0,0
0,9,19,2,2,1,9,9,43,17.0,17.0,17.0,18.0,12.0,13.0,14.0,19.0,19.0,19.0,4.0,19.0,69,89,89,89,39,59.0,79.0,59.0,69.0,69.0,59.0,19,19,9,39,69,69,19,9,59,39,69,49,99,99,99,19,19,64.0,59,59.0,0
1,29,12,2,0,0,9,9,121,19.0,19.0,19.0,19.0,19.0,0.0,20.0,14.0,24.0,17.0,5.0,17.0,69,69,89,79,79,79.0,79.0,79.0,79.0,79.0,79.0,79,19,9,89,59,59,59,39,69,59,39,59,59,59,59,69,19,74.0,89,79.0,1
0,19,12,2,2,1,69,39,79,29.0,0.0,29.0,14.0,14.0,9.0,29.0,9.0,19.0,9.0,9.0,19.0,79,89,79,89,89,79.0,79.0,69.0,79.0,69.0,79.0,49,39,79,79,89,89,59,9,29,89,69,89,89,89,99,69,59,80.0,69,89.0,1
1,27,22,2,0,0,9,9,82,13.0,19.0,19.0,13.0,17.0,13.0,19.0,10.0,19.0,19.0,19.0,10.0,99,99,99,99,99,69.0,69.0,79.0,49.0,69.0,39.0,79,19,79,79,49,49,49,19,79,89,59,59,89,39,89,69,9,73.0,79,69.0,1
0,19,24,3,2,0,49,19,192,19.0,19.0,19.0,19.0,0.0,19.0,10.0,10.0,31.0,21.0,10.0,15.0,29,59,89,69,99,99.0,49.0,79.0,99.0,49.0,49.0,19,9,29,99,99,69,59,49,99,79,39,99,79,59,79,39,99,68.0,59,69.0,1
1,22,32,2,2,1,39,59,23,11.0,24.0,24.0,7.0,14.0,14.0,13.0,17.0,16.0,15.0,14.0,19.0,59,79,89,79,99,79.0,69.0,69.0,79.0,69.0,79.0,59,59,39,79,89,89,69,59,79,89,39,59,69,99,99,79,59,50.0,49,79.0,1
0,27,29,0,2,0,59,89,137,49.0,0.0,19.0,19.0,0.0,9.0,9.0,46.0,15.0,11.0,2.0,11.0,69,89,79,89,49,79.0,49.0,79.0,89.0,69.0,29.0,79,19,69,99,69,69,79,19,69,79,69,79,89,69,69,89,79,73.0,39,69.0,0
0,44,24,1,2,0,49,49,102,16.0,16.0,16.0,16.0,15.0,15.0,14.0,14.0,14.0,19.0,19.0,14.0,79,89,59,89,79,79.0,99.0,89.0,99.0,89.0,69.0,19,19,29,79,79,79,19,19,59,89,59,99,79,99,99,99,79,45.0,79,79.0,1
1,19,22,2,2,1,69,69,82,15.0,19.0,19.0,19.0,13.0,13.0,19.0,15.0,17.0,15.0,15.0,13.0,69,99,79,99,99,59.0,39.0,79.0,79.0,49.0,59.0,69,69,69,99,89,69,19,59,49,99,79,79,89,49,69,49,9,43.0,49,59.0,1
0,17,9,4,0,0,59,79,121,39.0,7.0,9.0,11.0,9.0,19.0,14.0,2.0,49.0,19.0,1.0,9.0,59,69,69,89,79,39.0,69.0,79.0,49.0,69.0,39.0,39,19,49,69,69,49,69,29,49,69,69,99,79,79,69,59,19,40.0,49,39.0,0
1,24,19,2,2,1,9,9,194,19.0,19.0,9.0,19.0,9.0,19.0,39.0,19.0,19.0,19.0,0.0,0.0,79,99,99,99,99,89.0,99.0,99.0,89.0,89.0,89.0,99,9,99,99,99,99,49,9,9,99,49,99,99,99,99,99,49,80.0,49,89.0,0
0,17,24,2,2,1,79,39,58,49.0,0.0,24.0,9.0,0.0,14.0,34.0,9.0,34.0,9.0,9.0,0.0,79,89,79,89,79,89.0,89.0,89.0,89.0,89.0,89.0,29,79,69,79,49,49,79,39,49,69,79,69,69,69,49,79,69,42.0,39,89.0,0
0,9,29,0,2,0,59,19,203,49.0,0.0,19.0,19.0,0.0,9.0,15.0,19.0,18.0,15.0,17.0,10.0,59,89,79,79,79,69.0,79.0,79.0,79.0,79.0,59.0,59,59,89,79,49,49,69,39,49,59,89,89,89,49,49,89,49,44.0,69,79.0,1
0,19,17,4,2,0,9,9,132,49.0,0.0,29.0,9.0,0.0,9.0,19.0,9.0,19.0,29.0,9.0,9.0,69,59,99,69,69,79.0,89.0,89.0,69.0,59.0,49.0,39,29,9,79,59,69,19,19,99,79,79,99,99,89,89,79,29,71.0,59,59.0,1
1,19,12,2,2,1,49,9,142,27.0,7.0,16.0,21.0,16.0,7.0,49.0,9.0,9.0,29.0,0.0,0.0,79,69,89,79,69,59.0,49.0,49.0,89.0,69.0,59.0,79,79,89,19,59,79,59,19,49,19,69,9,99,29,49,49,59,55.0,29,39.0,0
0,22,24,0,2,0,59,29,192,49.0,9.0,29.0,9.0,0.0,0.0,9.0,24.0,24.0,9.0,9.0,19.0,79,79,59,89,89,69.0,69.0,79.0,59.0,39.0,39.0,79,79,79,79,79,79,89,49,29,79,69,79,79,89,89,79,49,40.0,29,69.0,1
1,17,12,0,2,0,49,9,70,19.0,19.0,19.0,19.0,4.0,14.0,14.0,29.0,19.0,19.0,9.0,4.0,99,99,59,99,99,99.0,79.0,99.0,49.0,99.0,9.0,99,99,59,59,99,99,99,59,59,59,99,99,99,79,99,9,59,47.0,69,29.0,0
0,24,9,2,0,0,19,19,87,34.0,39.0,4.0,4.0,6.0,7.0,24.0,19.0,19.0,24.0,0.0,9.0,79,79,69,69,39,19.0,19.0,69.0,0.0,39.0,0.0,49,39,49,39,69,79,79,9,59,49,9,39,99,59,69,19,59,50.0,39,9.0,0
0,14,34,0,2,0,9,9,192,19.0,19.0,19.0,19.0,9.0,9.0,9.0,39.0,9.0,19.0,9.0,9.0,59,89,89,79,89,69.0,79.0,79.0,69.0,69.0,69.0,69,9,69,79,89,79,89,39,89,89,59,69,89,69,89,49,39,87.0,49,69.0,0
0,19,34,2,3,0,39,39,105,19.0,19.0,19.0,14.0,9.0,14.0,19.0,19.0,9.0,19.0,9.0,19.0,69,79,89,79,69,79.0,89.0,79.0,59.0,69.0,69.0,89,69,89,69,69,89,89,29,29,79,39,69,89,79,89,39,59,68.0,39,59.0,0
0,24,29,0,2,0,19,19,120,29.0,2.0,29.0,29.0,2.0,3.0,9.0,19.0,29.0,9.0,9.0,19.0,49,59,39,79,89,59.0,39.0,59.0,59.0,69.0,49.0,59,29,59,69,69,69,29,29,39,59,39,39,79,49,69,69,69,82.0,59,49.0,1
0,19,24,2,3,0,9,29,75,22.0,17.0,20.0,17.0,9.0,9.0,14.0,14.0,24.0,19.0,4.0,19.0,79,69,79,89,49,29.0,69.0,59.0,39.0,59.0,39.0,69,9,69,49,69,79,59,9,49,89,69,39,79,19,59,19,9,52.0,29,29.0,0
0,12,27,0,2,0,19,39,17,29.0,24.0,17.0,17.0,3.0,4.0,15.0,15.0,18.0,16.0,13.0,17.0,49,39,69,79,59,49.0,59.0,59.0,39.0,49.0,59.0,79,39,59,89,79,69,79,39,59,89,19,69,49,59,69,59,39,66.0,49,59.0,1
1,24,12,2,2,1,19,29,89,18.0,22.0,22.0,27.0,4.0,4.0,19.0,19.0,19.0,19.0,0.0,19.0,69,99,79,89,89,69.0,69.0,79.0,79.0,69.0,59.0,79,49,59,89,69,69,39,79,79,69,69,79,79,99,99,79,19,73.0,49,59.0,1
1,24,12,2,2,1,9,9,207,39.0,9.0,14.0,19.0,9.0,4.0,16.0,16.0,16.0,16.0,15.0,15.0,59,59,59,59,59,59.0,59.0,69.0,69.0,59.0,49.0,89,89,79,79,79,69,49,39,59,69,49,69,79,69,59,39,39,57.0,49,49.0,0
0,12,12,2,0,0,79,89,194,24.0,14.0,19.0,19.0,9.0,9.0,19.0,19.0,19.0,14.0,4.0,19.0,79,99,79,89,69,79.0,69.0,79.0,79.0,59.0,39.0,49,29,69,69,79,99,19,19,9,79,59,99,79,89,99,59,69,73.0,69,69.0,0
1,2,2,0,3,0,39,9,47,49.0,14.0,9.0,9.0,9.0,4.0,24.0,9.0,19.0,19.0,9.0,14.0,39,59,39,59,59,59.0,59.0,59.0,59.0,59.0,59.0,49,9,49,49,49,49,29,59,39,79,69,59,79,69,59,49,29,73.0,49,59.0,0
0,22,29,0,2,0,19,29,177,16.0,12.0,20.0,18.0,12.0,18.0,13.0,19.0,19.0,13.0,17.0,13.0,69,89,79,99,79,79.0,79.0,69.0,79.0,79.0,89.0,39,9,39,79,89,79,49,49,69,99,49,89,99,89,89,69,9,80.0,49,89.0,1
1,9,7,4,2,0,9,9,121,14.0,14.0,24.0,24.0,14.0,4.0,39.0,14.0,9.0,19.0,4.0,9.0,69,99,79,79,79,99.0,99.0,99.0,99.0,99.0,99.0,69,89,69,89,69,59,49,59,59,59,79,69,79,79,79,49,39,53.0,59,99.0,0
0,14,19,2,2,1,39,79,121,19.0,34.0,19.0,9.0,9.0,4.0,34.0,9.0,19.0,19.0,9.0,4.0,79,79,89,79,89,89.0,59.0,69.0,69.0,59.0,49.0,29,29,69,99,69,69,69,19,59,59,79,79,79,59,69,99,59,32.0,49,69.0,0
1,24,22,2,2,1,59,59,96,15.0,19.0,19.0,19.0,13.0,13.0,17.0,17.0,19.0,19.0,10.0,15.0,69,79,69,89,59,59.0,79.0,59.0,69.0,59.0,49.0,79,69,59,59,79,69,59,69,79,89,59,49,99,59,69,49,19,61.0,69,49.0,1
0,24,27,2,2,1,99,99,66,29.0,14.0,14.0,19.0,9.0,9.0,14.0,19.0,34.0,14.0,4.0,9.0,79,89,59,99,89,79.0,69.0,79.0,89.0,89.0,69.0,39,49,19,79,79,69,59,49,89,89,89,79,69,79,99,89,69,58.0,29,79.0,1
0,37,27,2,1,0,59,19,121,15.0,17.0,17.0,17.0,13.0,15.0,8.0,20.0,20.0,14.0,16.0,18.0,69,99,69,79,69,49.0,49.0,69.0,79.0,69.0,39.0,39,49,59,79,89,89,59,39,79,89,49,69,69,69,69,59,39,50.0,59,49.0,0
1,22,19,0,2,0,9,9,153,18.0,18.0,18.0,18.0,4.0,18.0,19.0,13.0,17.0,15.0,15.0,15.0,89,99,79,99,99,49.0,79.0,89.0,59.0,79.0,59.0,99,59,99,49,99,99,89,69,9,99,99,99,99,99,99,99,99,53.0,59,69.0,0
1,27,12,2,2,1,9,9,136,19.0,19.0,19.0,19.0,4.0,14.0,29.0,19.0,19.0,19.0,9.0,0.0,69,79,79,79,79,79.0,29.0,59.0,69.0,59.0,29.0,69,29,49,79,69,69,29,19,69,79,59,39,89,69,89,69,9,82.0,79,39.0,0
0,14,12,2,2,1,9,9,208,24.0,19.0,14.0,19.0,4.0,14.0,9.0,19.0,19.0,14.0,19.0,14.0,69,89,69,79,79,49.0,69.0,54.0,39.0,39.0,29.0,39,19,89,79,49,59,39,29,19,79,49,49,69,59,79,39,19,84.0,49,39.0,0
1,22,12,2,0,0,29,19,142,19.0,19.0,19.0,19.0,19.0,0.0,29.0,19.0,14.0,14.0,7.0,11.0,79,89,89,79,89,39.0,69.0,69.0,69.0,49.0,29.0,89,79,49,79,39,39,19,19,69,49,59,49,59,29,59,69,29,43.0,49,49.0,0
1,24,19,2,3,0,79,89,142,19.0,19.0,24.0,19.0,4.0,9.0,19.0,19.0,19.0,9.0,9.0,19.0,69,99,69,99,99,79.0,49.0,69.0,49.0,29.0,9.0,49,19,99,79,59,39,89,9,29,99,89,79,89,29,39,29,9,59.0,49,39.0,0
1,22,24,0,2,0,69,9,23,9.0,9.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,9.0,9.0,49,79,49,79,49,39.0,39.0,69.0,59.0,79.0,29.0,89,89,69,89,99,89,89,9,49,89,49,79,89,79,49,29,49,73.0,89,39.0,0
1,22,27,4,0,0,19,19,20,49.0,4.0,24.0,19.0,0.0,0.0,39.0,19.0,19.0,9.0,9.0,0.0,59,79,89,79,69,59.0,59.0,59.0,49.0,69.0,59.0,89,79,89,89,69,69,89,79,59,19,19,69,59,59,59,39,39,44.0,69,49.0,0
1,19,17,2,2,1,69,29,157,24.0,19.0,24.0,24.0,4.0,0.0,23.0,15.0,27.0,13.0,7.0,9.0,69,59,69,99,79,69.0,59.0,49.0,59.0,79.0,59.0,59,19,79,89,79,89,19,29,59,89,9,39,69,59,69,19,19,71.0,39,59.0,0
0,29,19,2,2,1,19,9,95,19.0,15.0,17.0,15.0,15.0,13.0,17.0,17.0,19.0,12.0,19.0,12.0,89,69,69,89,89,39.0,99.0,99.0,59.0,79.0,39.0,79,29,99,99,99,99,9,9,69,99,39,69,79,29,49,69,9,82.0,39,69.0,0
1,29,27,2,2,1,9,9,187,19.0,9.0,49.0,4.0,9.0,4.0,39.0,11.0,17.0,11.0,5.0,11.0,89,79,69,99,69,89.0,49.0,59.0,69.0,69.0,39.0,89,59,79,79,49,29,89,49,89,99,49,39,99,79,89,49,9,73.0,49,59.0,1
0,22,32,3,2,0,29,59,131,17.0,17.0,17.0,17.0,13.0,15.0,14.0,18.0,18.0,16.0,18.0,14.0,69,89,69,79,89,59.0,59.0,69.0,59.0,59.0,59.0,79,49,79,79,79,79,79,59,89,79,79,79,79,59,69,79,29,68.0,49,59.0,0
1,14,12,4,0,0,9,9,70,19.0,9.0,9.0,29.0,14.0,14.0,29.0,29.0,29.0,4.0,1.0,2.0,69,89,79,89,49,79.0,89.0,79.0,79.0,89.0,69.0,69,89,29,89,89,79,59,69,69,69,29,59,69,79,69,39,9,63.0,89,79.0,1
1,29,22,2,2,1,19,59,142,14.0,14.0,19.0,19.0,14.0,14.0,19.0,9.0,21.0,19.0,14.0,12.0,69,99,89,79,79,59.0,69.0,69.0,49.0,59.0,49.0,89,69,49,89,59,49,79,19,49,89,59,69,69,19,39,39,29,72.0,39,59.0,0
0,12,29,2,4,0,79,69,192,19.0,24.0,24.0,14.0,4.0,9.0,14.0,14.0,19.0,14.0,19.0,14.0,89,89,89,89,89,39.0,99.0,99.0,59.0,99.0,89.0,79,69,99,69,69,69,79,59,59,99,79,89,99,79,99,89,29,76.0,49,69.0,0
1,12,24,0,0,1,69,9,133,9.0,19.0,29.0,9.0,9.0,19.0,24.0,14.0,19.0,19.0,9.0,9.0,79,89,79,79,89,19.0,39.0,59.0,39.0,89.0,39.0,39,69,59,99,89,79,9,79,79,89,79,79,89,89,79,89,59,71.0,79,59.0,0
1,24,19,0,1,0,9,19,144,19.0,19.0,19.0,9.0,19.0,9.0,19.0,29.0,9.0,19.0,0.0,19.0,39,89,99,79,79,69.0,89.0,79.0,79.0,49.0,69.0,99,59,9,69,29,59,99,49,29,99,59,49,69,59,79,19,9,59.0,69,79.0,1
0,22,14,0,4,0,29,19,63,29.0,29.0,29.0,4.0,1.0,2.0,9.0,24.0,19.0,19.0,4.0,19.0,59,89,79,89,59,69.0,59.0,69.0,49.0,69.0,59.0,79,9,49,89,39,29,59,69,79,99,49,19,69,79,89,29,9,56.0,89,59.0,1
0,19,14,3,2,0,49,19,192,19.0,14.0,19.0,19.0,14.0,9.0,10.0,10.0,31.0,21.0,10.0,15.0,29,59,89,69,99,29.0,69.0,79.0,49.0,89.0,49.0,19,9,29,99,99,69,59,49,99,79,39,99,79,59,79,39,99,73.0,59,69.0,0
0,14,14,2,3,0,39,49,10,29.0,9.0,19.0,19.0,9.0,9.0,19.0,9.0,29.0,14.0,14.0,9.0,79,79,59,79,69,79.0,79.0,69.0,69.0,59.0,69.0,39,9,79,79,79,99,69,29,9,99,29,59,59,59,89,39,19,76.0,59,79.0,1
1,34,29,2,3,0,9,9,19,16.0,22.0,22.0,22.0,5.0,11.0,49.0,0.0,9.0,29.0,0.0,9.0,69,79,89,79,79,29.0,39.0,49.0,39.0,49.0,59.0,79,19,79,79,79,79,79,79,59,79,49,39,59,29,59,59,59,63.0,59,49.0,0
1,7,9,2,0,0,79,19,121,9.0,24.0,14.0,19.0,14.0,14.0,34.0,4.0,29.0,19.0,4.0,4.0,79,79,89,89,89,49.0,79.0,69.0,69.0,79.0,49.0,99,99,99,99,69,69,69,29,9,29,49,49,99,79,99,79,49,79.0,69,79.0,0
0,9,14,2,2,1,19,19,192,9.0,19.0,34.0,19.0,0.0,14.0,14.0,19.0,19.0,19.0,14.0,9.0,59,79,79,79,79,89.0,69.0,69.0,89.0,59.0,49.0,69,9,99,89,89,89,79,29,59,59,59,79,79,99,99,69,89,70.0,59,79.0,1
1,19,32,0,1,0,29,9,142,14.0,16.0,20.0,18.0,16.0,12.0,14.0,19.0,21.0,19.0,14.0,10.0,69,79,89,89,89,59.0,79.0,69.0,69.0,79.0,59.0,79,59,89,89,59,39,19,69,59,89,49,19,89,19,69,89,19,50.0,69,59.0,0
0,22,12,0,0,1,89,29,15,14.0,24.0,19.0,9.0,9.0,19.0,57.0,4.0,7.0,9.0,6.0,11.0,79,89,89,79,79,49.0,69.0,59.0,69.0,59.0,59.0,29,29,59,99,89,89,49,49,79,89,59,89,39,89,89,89,29,62.0,19,39.0,0
1,24,17,2,2,1,19,19,148,19.0,19.0,14.0,14.0,14.0,14.0,39.0,14.0,19.0,9.0,4.0,9.0,79,89,79,79,79,89.0,79.0,79.0,79.0,79.0,69.0,79,39,29,99,89,79,79,39,39,89,49,69,89,89,89,69,29,55.0,59,79.0,1
1,19,12,0,2,0,29,9,142,17.0,13.0,17.0,19.0,19.0,13.0,14.0,19.0,21.0,19.0,14.0,10.0,69,79,89,89,89,79.0,69.0,39.0,89.0,39.0,49.0,79,59,89,89,59,39,19,69,59,89,49,19,89,19,69,89,19,67.0,69,79.0,1
1,17,14,0,2,0,19,19,121,19.0,22.0,17.0,22.0,9.0,7.0,20.0,16.0,23.0,16.0,11.0,11.0,69,89,49,99,69,59.0,79.0,69.0,69.0,59.0,59.0,79,99,69,89,89,79,9,9,39,99,99,99,99,89,89,89,49,30.0,39,69.0,0
